"subject","WMmaintenance","WMupdate","Attention","Gf","VerbalReasoning","CRT_1","CRT_2","CRT_3"
10243,-0.10976954895801,-0.822732460418023,0.97694693232981,-0.791655042597502,-1.23283552605432,0,0,0
10244,0.505379300737681,0.739637788206491,0.319991759916766,0.786596020534553,1.16237907406696,0,0,1
10248,-1.39901487595248,-1.30613249057948,-1.91365584268518,-1.3265954469859,-1.41422488827869,0,0,0
10250,-0.222101032890003,-0.0389534419804726,0.845555899108555,-0.0616641713010919,0.277559046498416,0,1,1
10254,0.386339091012086,1.03722370786738,0.97694693232981,0.0246576279285667,0.0961696842740448,0,0,0
10256,-1.13588214479472,-1.61087824044592,-2.70200205462625,-1.26268051620494,-1.47350456303645,0,0,0
10258,0.232019010260572,0.0869210347845608,0.7141648658873,-0.735906262923811,-0.829353572450036,0,0,0
10261,-0.0920779304061291,-1.58841646870507,0.582773826359276,-0.619011444138185,-0.870056801605573,0,0,0
10262,1.18853984479476,0.817623227033184,1.23972900507909,1.30590131766611,1.12167584491142,1,0,1
10264,-2.38005375132265,-1.77469727519024,-2.30782894865572,-1.50061354719883,-1.19213229689878,0,0,0
10265,-1.52733740991873,-1.4438535601559,-1.91365584268518,-1.30751414126414,-1.15142906774324,0,0,0
10266,-0.991157596586103,-1.15839400034384,0.451382793138021,-0.684998071630469,-0.710794222934515,0,0,0
10267,-0.917509925801262,-1.902535747942,-0.0741813460537678,-1.79015196444377,-1.51420779219199,0,0,0
10269,-0.702757101325405,-0.691937053902077,-1.25670066396537,-1.2246385404994,-1.01074293467441,0,0,0
10270,1.21891211953656,1.1209898650221,1.23972900507909,1.41532718030218,0.577507758238309,1,1,1
10271,-0.781942992627831,0.924703485438631,0.188600720388742,0.76418915208586,0.558931312636085,0,0,1
10272,0.910049492922191,0.619067948995226,0.7141648658873,0.534422272199244,0.558931312636085,0,0,1
10274,0.863058348998663,0.930505648518041,0.97694693232981,0.660160548888043,0.980989711842589,0,0,1
10277,0.46169153794353,0.668424886266433,-0.205572385581792,0.942230009983423,1.16237907406696,0,0,0
10278,0.333901872304871,-0.461562323760793,-0.99391859752286,-0.186725141193994,-0.670090993778978,0,0,0
10280,-0.774266286084916,-1.03194269667502,-0.99391859752286,-1.61958006269577,-1.05144616382995,0,0,0
10281,-0.324301310865523,-0.662729558941631,-0.99391859752286,-1.41429174796917,-1.37352165912315,0,0,0
10282,0.832997880016116,0.21664966492106,0.451382793138021,0.67981841382952,0.75889712046268,0,0,1
10283,-1.05275804050048,-1.10832131320793,-2.17643791543446,-1.25521156005537,-1.51420779219199,0,0,0
10284,0.180966346682753,-0.416574931601604,0.451382793138021,-0.0460290640442526,-0.951463259916647,1,0,0
10285,-0.358199431848031,0.061642786541276,0.582773826359276,-1.12877608840886,-1.51420779219199,0,0,0
10287,-0.987691649992371,-0.672325846984739,-0.336963418803047,-0.382472803059715,-0.670090993778978,0,0,0
10288,0.506131829090623,-0.504884604603868,-0.99391859752286,0.0246576279285667,-0.629387764623441,0,0,0
10289,-0.289677614829669,-0.41914347252868,-1.91365584268518,-0.596604575689491,-0.629387764623441,0,0,0
10292,0.543650747133728,0.790512538216384,-0.468354452024302,0.376716586039055,1.2030823032225,0,0,1
10293,-0.965035340595374,-0.0273248378618412,-0.862527557994836,-0.945337971073053,-0.488701631554607,0,0,0
10294,0.312056588364803,-0.584317299080319,1.23972900507909,-0.485804211299821,0.236855817342879,0,0,0
